,Time,X,Y,Z
0,1730226592.7535975,0.04729875605562846,-0.09478896789199649,-0.007492067338513853
1,1730226593.054321,0.044684181226113034,-0.09316666720658057,-0.006851616081874957
2,1730226593.1555161,0.04468304504955428,-0.09199773140094354,-0.006496737395524084
3,1730226593.2563682,0.04485605539817751,-0.09350854965769574,-0.007176424080890242
4,1730226593.3573139,0.04365238476932948,-0.09164235090426007,-0.007815829382899642
5,1730226593.4619524,0.04243156223742123,-0.09095192295118938,-0.007424995929624362
6,1730226593.5668828,0.04198100199279296,-0.09041199205514913,-0.007695251345252885
7,1730226593.6684122,0.04084631143759776,-0.09029778777527815,-0.0068599682956723
8,1730226593.769839,0.03941583936042571,-0.09084578193288934,-0.006404250513861531
9,1730226593.8729537,0.036423045762639064,-0.09073924221880156,-0.0054874310453232105
10,1730226593.9738274,0.032380251481006,-0.08460507761299284,-0.0066412501275737055
11,1730226594.0752494,0.025589544460125825,-0.08395927863262917,-0.005681623682559311
12,1730226594.1766508,0.012271335019811926,-0.08651293228892087,-0.0014508194305481942
13,1730226594.2783804,-0.011989371384521132,-0.07040574592644915,-0.010591980379957998
14,1730226594.3802803,-0.04016361832819008,-0.08302457808015876,-0.008329825726117311
15,1730226594.4817986,-0.06362990012609693,-0.12165290276463435,-0.0009042442664428732
16,1730226594.5827305,-0.07126361054817372,-0.15231917065749365,-0.00021535939452907248
17,1730226594.6840096,-0.06981416797879128,-0.17358404277267278,-0.0015043978676842664
18,1730226594.7853248,-0.0486877954095835,-0.1988693357761693,-0.0034318641951614067
19,1730226594.8863814,-0.03787405695103971,-0.19850692964398867,-0.008685280277215929
20,1730226594.9878135,-0.018039167784782904,-0.2046486886578847,-1.0580703514350224e-05
21,1730226595.0893538,0.013777481326776544,-0.1964709653105581,-0.006655359702906662
22,1730226595.1904285,0.04876192089219429,-0.18887414135376723,-0.004273236958433344
23,1730226595.2919772,0.061848565357663636,-0.17490143208099207,-0.005297310819471019
24,1730226595.3975046,0.07136857466579313,-0.15390936743780106,-0.00744443244109613
25,1730226595.4991863,0.07424006690621411,-0.13517161596502472,-0.008491697355625763
26,1730226595.6004276,0.057584224042211245,-0.11930642322488717,-0.0027539216298821676
27,1730226595.7022593,0.04326128814118792,-0.11302682934150793,-0.0006751140192455158
28,1730226595.8041868,0.019652324594567318,-0.10791306838680216,-0.0014226979505909901
29,1730226595.9048123,-0.022001890839039157,-0.08628841309081091,-0.008718264605774476
30,1730226596.0104318,-0.052441268719016894,-0.11628855079128445,0.006782472738088079
31,1730226596.1116748,-0.07789174763074126,-0.12148118749041653,-0.0014979788732725381
32,1730226596.212965,-0.08308638009377509,-0.14499408907669348,-0.00017872137956924933
33,1730226596.3149447,-0.08827052582272595,-0.17690473453600572,0.0032593109817415666
34,1730226596.4182856,-0.08913444265897427,-0.20200391055859981,-0.002041683033130985
35,1730226596.5190895,-0.07351963221216996,-0.22149849577442413,0.007420108788183719
36,1730226596.620163,-0.059753776356305854,-0.2468127979172921,0.0475380170331799
37,1730226596.7216938,-0.052377288300719686,-0.25815936124338285,0.05500657944554454
38,1730226596.8224375,-0.020459793513371884,-0.3027290408641237,0.0904228720004871
39,1730226596.926051,0.049639241681784026,-0.2058865888224584,0.01724357625313037
40,1730226597.0291576,0.07518817217225181,-0.1687193531450706,0.003751093270645188
41,1730226597.130479,0.07972890621362042,-0.14006775795837048,-0.004858874842007802
42,1730226597.2315228,0.06448868442037017,-0.12326508859266226,-0.0002796835409704529
43,1730226597.3345623,0.039145103666775004,-0.09180623380754659,-0.013897304482230486
44,1730226597.4356098,0.03020782887102707,-0.12159468607528871,0.016883339819991783
45,1730226597.5370817,0.0024657531271032687,-0.15688803293682121,0.09915937114858797
46,1730226597.638517,-0.011706649231041054,-0.13216894549013838,0.1176832787116323
47,1730226597.7395842,-0.007895328481011267,-0.14285678897993323,0.1066674886679701
48,1730226597.8407981,-0.00781506715324539,-0.10631300878841056,-0.0037992407354536036
49,1730226597.9419978,0.0005481745563322386,-0.12869879317492813,0.023663449986947967
50,1730226598.043327,0.002461413706686521,-0.13780025155709896,0.14742768188366773
51,1730226598.148357,-0.02354828094413222,-0.12892211415941288,0.16725455345167645
52,1730226598.2493422,-0.02607932452250381,-0.1438089082225502,0.17207730497955087
53,1730226598.3503816,-0.03547639780156495,-0.15894885940117495,0.14365959939032624
54,1730226598.4514546,-0.02288891274107237,-0.11097008490875754,-0.0018137146032369852
55,1730226598.5533962,-0.02325990848087096,-0.11222015529529178,-0.0003213691905748379
56,1730226598.6544878,-0.019408005754469982,-0.11935084306463105,0.002341752787271768
57,1730226598.7583706,-0.015004871903307848,-0.14182398754410067,0.038630403067226635
58,1730226598.8599057,-0.02144618935717722,-0.1275606858400005,0.10847186497755809
59,1730226598.9614282,-0.05327913048081137,-0.13768168729311137,0.17203698148171917
60,1730226599.0622387,-0.04229125175832367,-0.12458078817569017,0.17166166994494794
61,1730226599.1630795,-0.05259820375786944,-0.13664872580235113,0.10873887714797885
62,1730226599.2642312,-0.030431705568740662,-0.09557686849817972,-0.00291037117833193
63,1730226599.3652525,-0.030124332998571618,-0.09656011531232751,-0.002008765406702523
64,1730226599.4664512,-0.030783481664519937,-0.09629386125806173,-0.002135691357112023
65,1730226599.567941,-0.030105859906432327,-0.0946522943687852,-0.0031489006333232377
66,1730226599.6699498,-0.031353098122025184,-0.0944919342698643,-0.003753193652242499
67,1730226599.7710726,-0.031101708094366305,-0.09599318326448263,-0.0022284953822701604
68,1730226599.8723423,-0.030578161086992118,-0.0956355344874919,-0.002671428375666253
69,1730226599.978168,-0.030486534267496458,-0.09654832853877506,-0.0026228781111380796
70,1730226600.0792432,-0.03141551490478136,-0.10002854578242515,-0.002165554574650351
71,1730226600.1810699,-0.03780769948834508,-0.11451960096812284,0.012152239669194074
72,1730226600.2826548,-0.03414214932949622,-0.12409465580150257,0.01944407764267702
73,1730226600.388137,-0.0006774506665800488,-0.13599227268405514,0.03176702375227929
74,1730226600.4896812,0.03399460273794341,-0.1539514489993083,0.053466561919497835
75,1730226600.590996,0.06457497192770557,-0.16664363976027294,0.09037586893725567
76,1730226600.6928494,0.0863971668284206,-0.1766191619787928,0.13642556929467806
77,1730226600.7942476,0.07262651907438375,-0.19098017713956775,0.1765039893655706
78,1730226600.894993,0.07070630176129894,-0.18421541329441166,0.1808139348926908
79,1730226600.9963505,0.07070630176129894,-0.18421541329441166,0.1808139348926908
80,1730226601.0971923,0.07070630176129894,-0.18421541329441166,0.1808139348926908
81,1730226601.1987617,0.07070630176129894,-0.18421541329441166,0.1808139348926908
82,1730226601.3001134,0.07070630176129894,-0.18421541329441166,0.1808139348926908
83,1730226601.401195,-0.03784087969515205,0.07648085848337262,0.022895882266214133
84,1730226601.502358,-0.03408115116739456,0.02559963668973671,0.009775054716141183
85,1730226601.603504,-0.0750889123030184,-0.15180387662505726,0.032750099949641426
86,1730226601.7051487,-0.04713612600217452,-0.1251273548457251,0.015835848247586284
87,1730226601.8063068,-0.028473378687731192,-0.14180893157652194,0.03913811262645332
88,1730226601.9076073,0.015003749798674776,-0.131871194649834,0.020156189735564347
89,1730226602.0087333,0.03329983371694854,-0.12852335844423435,0.016259688367438626
