,Time,X,Y,Z
0,1730226530.5625308,-0.01610282625828057,-0.11278609091533456,-0.007523156050116977
1,1730226530.782707,-0.017350554884339692,-0.11533622061822782,-0.006152191262987248
2,1730226530.8838208,-0.017707668827113505,-0.11688791316334063,-0.006491198431403331
3,1730226530.985954,-0.01843786623736439,-0.11519843732053546,-0.0065269568075300745
4,1730226531.087204,-0.018754072636337358,-0.11542448053948232,-0.006944087390282778
5,1730226531.1882632,-0.01825415666735504,-0.11377430109010468,-0.006905937737366161
6,1730226531.2898412,-0.018449469377459202,-0.1142474666543833,-0.006481766139507025
7,1730226531.3905637,-0.018044286076490806,-0.11574080433349701,-0.006376479912618673
8,1730226531.4914875,-0.01877575569600936,-0.11645882868031986,-0.00606130236206341
9,1730226531.593346,-0.017958927894019247,-0.11499519968522273,-0.006340433036625426
10,1730226531.6949575,-0.01865685173639977,-0.11627836612401164,-0.006783629473171067
11,1730226531.795761,-0.018263467561120177,-0.11485863462310188,-0.006363723172874115
12,1730226531.8966212,-0.018504712822660977,-0.1158017199109455,-0.0055594079291518585
13,1730226531.997949,-0.018418799644379463,-0.11512505429355238,-0.004430025033380949
14,1730226532.0996678,-0.019882482585947523,-0.12294539554020938,0.015130298166496966
15,1730226532.2002084,-0.022995781193993675,-0.12240195005202811,0.03700869700583167
16,1730226532.30112,-0.0259375054828617,-0.12398971594057605,0.06131499559220792
17,1730226532.4018667,-0.03069009778294218,-0.11888827248054509,0.08159900411230228
18,1730226532.5027552,-0.03292115093839899,-0.11101156834445948,0.09586652248019918
19,1730226532.6039941,-0.041328848797463985,-0.12794475007464848,0.13482754847956688
20,1730226532.7051227,-0.04031470381483312,-0.12901007674583456,0.13747558687524475
21,1730226532.806132,-0.040942167528174846,-0.12763096236505303,0.13716245861085768
22,1730226532.9082544,-0.041117165278925887,-0.12764966658079774,0.1363098724414255
23,1730226533.0087447,-0.04103054416735819,-0.12970673706992927,0.13314482628241778
24,1730226533.1098244,-0.04166311493261168,-0.13104536295375205,0.12878638398433753
25,1730226533.2111206,-0.040168360011098955,-0.13843862512392838,0.12484109838813702
26,1730226533.3120332,-0.021459174930381637,-0.11449741129718548,0.0653397656906717
27,1730226533.4131548,-0.01857090398742402,-0.11653540750871977,0.05484364507811892
28,1730226533.5143797,-0.019897377849936473,-0.11448211795371939,0.041159830234765035
29,1730226533.6155677,-0.020629847061585164,-0.11701237718744817,0.032280996397708255
30,1730226533.7164223,-0.022671059627411005,-0.11556321744864126,0.023021520677665115
31,1730226533.8174303,-0.02474873206840118,-0.11343804849938262,0.015697362955736843
32,1730226533.9189582,-0.027161225802884555,-0.10977571588265052,0.0012237332348172649
33,1730226534.0198307,-0.028220949679326774,-0.10845559495333908,-0.002435884856583817
34,1730226534.1207864,-0.0286292302190138,-0.10879016673240821,-0.0025583602404000054
35,1730226534.2223392,-0.0269584850529662,-0.11009985021757901,-0.0017062751184210813
36,1730226534.322737,-0.024750362839992286,-0.11537177482064212,0.010733747206079466
37,1730226534.4238553,-0.023675271909457854,-0.12004274336345283,0.026495519244923573
38,1730226534.5248187,-0.021872013976936208,-0.11965360296984127,0.04175658325868911
39,1730226534.6257129,-0.017545216956843232,-0.12569915235644163,0.05356439744716007
40,1730226534.7278707,-0.021570577165650202,-0.11864685373165106,0.07636175332286717
41,1730226534.8298686,-0.023499831944647807,-0.11596446969855848,0.08984867500370758
42,1730226534.935361,-0.02580108251966014,-0.11523016570202572,0.10356541519922982
43,1730226535.0373058,-0.025169317806980878,-0.10905286329237247,0.11576868622857323
44,1730226535.1384454,-0.0317817514708735,-0.11568896843350282,0.13490343955907974
45,1730226535.2397532,-0.04835003398269782,-0.15124830870945297,0.15455737884903298
46,1730226535.3459556,-0.04696918417210202,-0.1525532197151885,0.15164842319796734
47,1730226535.4467738,-0.038412604633479175,-0.13505066143416364,0.13185184736342068
48,1730226535.5479896,-0.029059019005324396,-0.11261997967921497,0.11483619381673406
49,1730226535.648926,-0.04582428494729785,-0.1607934069687882,0.1157356661545928
50,1730226535.750395,-0.04478076603330323,-0.17067853579283698,0.10479479225816384
51,1730226535.8518894,-0.028704159741559727,-0.12665080332250797,0.050122485359340455
52,1730226535.9536095,-0.02695842822415155,-0.1256321101997776,0.04088400985814107
53,1730226536.0555925,-0.027183313333538517,-0.12666857375282023,0.021492167965166738
54,1730226536.1579003,-0.027936258655759674,-0.12509291326720196,0.0170616596194656
55,1730226536.2589943,-0.02852036304204444,-0.12544571321455278,0.013940398958123953
56,1730226536.359854,-0.028745793744300124,-0.11613796228295391,0.004063422828316281
57,1730226536.4610045,-0.029502858762998057,-0.11834265140555685,0.0022627059071147603
58,1730226536.5621698,-0.02997873151920769,-0.11725758661925556,-0.0028153208368558386
59,1730226536.6642876,-0.029486531303705352,-0.1183604834818713,-0.0034420100936144067
60,1730226536.766896,-0.029357109469123576,-0.11791750519203707,-0.0031567227023741643
61,1730226536.8681204,-0.030819487444138365,-0.12058264872108175,-0.0007439547407967777
62,1730226536.9699144,-0.03144736283404388,-0.12132644664182006,0.00364115491784873
63,1730226537.114233,-0.030758134754692263,-0.1208804583316358,0.00560546705481502
64,1730226537.2162902,-0.0314704063234431,-0.12144947209180286,0.007228691058039254
65,1730226537.3184028,-0.031047375854021265,-0.12248952718565981,0.012899673795086854
66,1730226537.421997,-0.032649607680564366,-0.12481544133055925,0.020908128561681612
67,1730226537.5245857,-0.03210753335983854,-0.12465781710698336,0.02235350725893017
68,1730226537.6262333,-0.03289546832651469,-0.12546431093648538,0.0256649182196028
69,1730226537.7270167,-0.03227458140789958,-0.12752518730749318,0.029924221208074572
70,1730226537.828307,-0.032862395469635035,-0.1257224669633513,0.03770483224779088
71,1730226537.9317584,-0.03520129117027031,-0.12496804526326165,0.044887495378848244
72,1730226538.033633,-0.03505153761401723,-0.12476298336871061,0.048897202226026934
73,1730226538.1348703,-0.03440554465095379,-0.12145389202991214,0.05661057723507804
74,1730226538.236348,-0.03348834842743293,-0.12119104304612921,0.05992640044359797
75,1730226538.3373702,-0.03434910794170103,-0.12248616545013193,0.06134885096278968
76,1730226538.4384449,-0.037273758293401175,-0.12258250638471842,0.06402341579830981
77,1730226538.5399053,-0.038791597354211414,-0.1221781636117446,0.06524691643958952
78,1730226538.6411183,-0.03895920937984931,-0.12145853957824455,0.06846235926602166
79,1730226538.7421083,-0.0435778772395533,-0.12647595540894097,0.08003730135325149
80,1730226538.8431082,-0.04701496747787551,-0.12352814327849305,0.09247918130090643
81,1730226538.944885,-0.047574191024170015,-0.11928344634236969,0.1015210031135016
