,Time,X,Y,Z
0,1730225227.32033,0.11966071605512016,-0.15899086646359634,0.015856927804054254
1,1730225227.422687,0.11061929638931609,-0.1766911967744704,0.023429521525688127
2,1730225227.5256479,0.09551227626865579,-0.18654365806018652,0.028183985081075634
3,1730225227.6281595,0.07787772044918286,-0.18559097979134836,0.022911756974440447
4,1730225227.7294667,0.03956174036630051,-0.1825269380680604,0.016025843855344675
5,1730225227.8309197,0.018957539280789613,-0.1940454273814586,0.020679968843260045
6,1730225227.9323854,-0.01286308120745551,-0.19842372054218732,0.022431607424617948
7,1730225228.0335395,-0.035158559871192194,-0.18948361204274092,0.013660654909617232
8,1730225228.134717,-0.0536438225002703,-0.19991105190589833,0.019257835647962917
9,1730225228.2358284,-0.07141145932209284,-0.21093476822267454,0.025711853099389916
10,1730225228.3370037,-0.07314999175792233,-0.21294010361164314,0.02753186655676941
11,1730225228.4382832,-0.06508740327138493,-0.2189618393533512,0.03347856524978633
12,1730225228.5424466,-0.040502343921628034,-0.219400129155436,0.03510751819830074
13,1730225228.6444876,-0.022498928606254808,-0.2161784057022568,0.03275245485800954
14,1730225228.7455695,-0.0012911201991345491,-0.21138587970378905,0.02982757684871315
15,1730225228.8496535,0.024642786930986985,-0.20843072723990655,0.029204650095296124
16,1730225228.9519303,0.029984744319458263,-0.20250381790215366,0.023621750105903994
17,1730225229.0529263,0.0223997909082352,-0.20754674102166124,0.0208543160583022
18,1730225229.1538413,0.01821265265351039,-0.21929359990937441,0.023173049561113167
19,1730225229.2550488,0.016119621214934866,-0.22955338220748395,0.024424816363228647
20,1730225229.3566427,0.014276727475140933,-0.2435841339417318,0.022465287028346118
21,1730225229.457863,0.013490087713600931,-0.2545961271274452,0.023286449726024228
22,1730225229.563268,0.010021757536542941,-0.2657340894329717,0.024886510047412415
23,1730225229.6728363,0.00853572764621277,-0.273282685611877,0.025671880972437763
24,1730225229.774404,0.010080488146153343,-0.2748936975402794,0.02749680135955327
25,1730225229.875941,0.010402466501652843,-0.2687356491598379,0.02698010492973608
26,1730225229.9774818,0.009336441173891166,-0.2595965825896244,0.026053569135423015
27,1730225230.0791955,0.008766207558752265,-0.23875719806759008,0.027930812430030292
28,1730225230.188561,0.007361204104102896,-0.22504490367531638,0.02828824822877059
29,1730225230.2912931,0.008765601248495562,-0.2031504081806477,0.02763122862299461
30,1730225230.4062245,0.008577157443721095,-0.18192822144409887,0.028056160135386508
31,1730225230.5098097,0.009923987330520221,-0.17240432695213942,0.02656720945858161
32,1730225230.6203852,0.012578077056769246,-0.13818925914942268,0.01785196782969853
33,1730225230.7246587,0.012518830937046782,-0.13038173526198713,0.01588455412258014
34,1730225230.8267255,0.011993173854712665,-0.1162498392137173,0.01580400459371907
35,1730225230.9403143,0.013441342964382421,-0.10883047704795387,0.013034761647332329
36,1730225231.0542488,0.014535088789793885,-0.10248426978618974,0.012061620004045327
37,1730225231.1555204,0.01895406711959846,-0.10074908283881798,0.025947104452811665
38,1730225231.256755,0.022114024735924418,-0.10869998670961523,0.06391716094675223
39,1730225231.3585138,0.023189847112278728,-0.11006364380530571,0.07681869577559047
40,1730225231.4658883,0.023189847112278728,-0.11006364380530571,0.07681869577559047
41,1730225231.5709653,0.023189847112278728,-0.11006364380530571,0.07681869577559047
42,1730225231.6732323,0.023189847112278728,-0.11006364380530571,0.07681869577559047
43,1730225231.7748744,0.023189847112278728,-0.11006364380530571,0.07681869577559047
44,1730225231.8755195,0.016220175571530795,-0.09517756272050946,0.049325454317003484
45,1730225231.9766524,0.019880195692891223,-0.08261458658497026,0.024346478258374035
46,1730225232.0779035,0.017072771012402572,-0.07376506061618954,0.003613839824192374
47,1730225232.1809616,0.018097121644900554,-0.0755139388828387,0.006919801509531063
48,1730225232.2824929,0.016879983120876185,-0.07861584334421719,0.029150695061113906
49,1730225232.3878894,0.024652726043047822,-0.08817117069823868,0.06779616502017517
50,1730225232.491536,0.024652726043047822,-0.08817117069823868,0.06779616502017517
51,1730225232.6087136,0.024652726043047822,-0.08817117069823868,0.06779616502017517
52,1730225232.7377272,0.024652726043047822,-0.08817117069823868,0.06779616502017517
53,1730225232.859268,0.024652726043047822,-0.08817117069823868,0.06779616502017517
